car_name,car_status,car_price,dealer_name,dealer_Rate,dealer_reviews,dealer_location,tel_number,state,region
2024 Ford F-150 STX,New,51865,Bolton Ford,0.0,233,"Lake Charles, LA",tel:+1-337-214-1980,Lake Charles,LA
2021 Kia Forte LXS,Used,16600,Tracy Nissan,0.0,12,"Tracy, CA",tel:+1-209-222-4267,Tracy,CA
2023 RAM 1500 Classic Tradesman,New,45726,Jason Lewis Chrysler Dodge Jeep RAM,4.1,148,"Sparta, TN",tel:+1-866-656-3033,Sparta,TN
2021 Jeep Grand Cherokee High Altitude,Used,38895,Sportline Auto Center,0.0,139,"Columbus, NE",tel:+1-888-903-0488,Columbus,NE
2021 Volkswagen Tiguan 2.0T SEL Premium R-Line,Used,30595,R&B Car Company Warsaw,4.5,72,"Warsaw, IN",tel:+1-574-306-4342,Warsaw,IN
2014 Nissan Rogue Select S,Used,7777,King's Auto Group,0.0,14,"Tampa, FL",tel:+1-813-217-5900,Tampa,FL
2024 Honda Odyssey EX-L,New,42705,Santa Barbara Honda,0.0,0,"Goleta, CA",tel:+1-805-291-8070,Goleta,CA
2023 Buick Encore GX Essence,Used,34183,Hertrich Chevrolet Cadillac of Salisbury,4.6,37,"Salisbury, MD",tel:+1-410-713-4655,Salisbury,MD
2024 Mazda CX-50 2.5 S Premium Package,New,35186,Tom Dolan's Reno KIA,4.2,483,"Reno, NV",tel:+1-775-344-4677,Reno,NV
2024 Ford F-150 XLT,New,62005,Bolton Ford,0.0,233,"Lake Charles, LA",tel:+1-337-214-1980,Lake Charles,LA
2023 Buick Envision Essence,New,39365,Chevrolet Buick GMC of Attleboro,3.9,128,"Attleboro, MA",tel:+1-508-915-4281,Attleboro,MA
2017 BMW 330 i xDrive,Used,17984,AutoNation Chevrolet Spokane Valley,4.5,599,"Spokane, WA",tel:+1-855-959-1500,Spokane,WA
2021 RAM ProMaster 2500 High Roof,Used,35599,Perkins Chrysler Dodge Jeep RAM,4.8,4144,"Colorado Springs, CO",tel:+1-719-623-7364,Colorado Springs,CO
2021 Ford Escape SEL,Used,24795,J.O. Williams Ford,4.8,106,"Gladewater, TX",tel:+1-903-841-4543,Gladewater,TX
2022 Toyota 4Runner TRD Sport,Used,38994,Lake Charles Toyota,0.0,46,"Lake Charles, LA",tel:+1-337-419-2993,Lake Charles,LA
2017 Toyota Avalon XLE Plus,Used,22354,Johnson City Mazda,0.0,1,"Johnson City, TN",tel:+1-423-670-7859,Johnson City,TN
2020 Ford Explorer XLT,Used,28240,Fernelius Ford Lincoln,0.0,41,"Cheboygan, MI",tel:+1-888-270-9367,Cheboygan,MI
2024 Volvo XC60 Recharge Plug-In Hybrid Ultimate Black Edition,New,72415,"Volvo Cars Cape Cod, A Premier Company",4.9,657,"Hyannis, MA",tel:+1-508-815-4267,Hyannis,MA
2022 Mercedes-Benz AMG GLS 63 Base 4MATIC,Used,127999,Mercedes-Benz of Nashville,4.6,1011,"Franklin, TN",tel:+1-866-365-1396,Franklin,TN
2017 Cadillac XTS Luxury,Used,13000,Lawton Kia,4.6,1890,"Lawton, OK",tel:+1-888-923-8229,Lawton,OK
2024 Kia EV6 Wind,New,50755,Ricart Kia,4.6,593,"Groveport, OH",tel:+1-614-610-4647,Groveport,OH
2020 Volvo XC40 T5 R-Design,Used,22977,Coulee Auto,0.0,0,"LaCrosse, WI",tel:+1-608-498-4271,LaCrosse,WI
2024 Toyota Corolla Hybrid NIGHTSHADE,New,29638,Toyota of Santa Fe,4.9,1431,"Santa Fe, NM",tel:+1-855-638-1097,Santa Fe,NM
2015 BMW i3 Base w/Range Extender,Used,10998,Conyers Nissan,4.6,1474,"Conyers, GA",tel:+1-888-615-2505,Conyers,GA
2008 Ford F-350 Lariat,Used,23990,Sleek Auto Sales inc,0.0,0,"Wilmington, NC",tel:+1-910-833-8002,Wilmington,NC
2020 Chevrolet Blazer 2LT,Used,23223,Prince Automotive Of Valdosta,4.2,57,"Valdosta, GA",tel:+1-229-262-3134,Valdosta,GA
2023 Jeep Grand Cherokee 4xe Overland,Used,52500,Mullinax Ford of New Smyrna Beach,4.4,752,"New Smyrna Beach, FL",tel:+1-877-397-8356,New Smyrna Beach,FL
2024 Mitsubishi Outlander SE,New,35018,Planet Pre-Owned / Matthews Mitsubishi Volkswagen,4.7,1555,"Vestal, NY",tel:+1-607-304-5280,Vestal,NY
2022 Lincoln Corsair Standard,Used,32915,Pohanka Ford of Salisbury,4.6,10,"Salisbury, MD",tel:+1-443-264-8763,Salisbury,MD
2022 Ford F-150 Raptor,Used,74995,Stanley Ford Eastland,0.0,62,"Eastland, TX",tel:+1-254-326-1221,Eastland,TX
2024 BMW i5 M60,New,91695,BMW of Monterey,4.6,1137,"Seaside, CA",tel:+1-831-240-0632,Seaside,CA
2024 Buick Enclave Premium FWD,New,53136,Vann York Chevrolet Buick GMC,4.0,235,"High Point, NC",tel:+1-855-723-9260,High Point,NC
2023 Jeep Renegade Limited,New,37195,Hanlees Napa Chrysler Dodge Jeep Ram,4.4,157,"Napa, CA",tel:+1-510-275-0029,Napa,CA
2021 Volkswagen ID.4 Pro S,Used,33995,Payless Car Sales - Anchorage,4.3,189,"Anchorage, AK",tel:+1-907-202-9695,Anchorage,AK
2024 Nissan Altima 2.5 SV,New,27398,Tony Serra Nissan Cullman,4.6,1484,"Cullman, AL",tel:+1-256-448-9472,Cullman,AL
2024 Chevrolet Malibu RS,New,25595,Boniface Hiers Chevrolet,4.7,922,"Melbourne, FL",tel:+1-877-222-6457,Melbourne,FL
2024 Jeep Grand Cherokee L Altitude,New,50025,All American Chrysler Jeep Dodge Fiat of San Angelo,4.5,2583,"San Angelo, TX",tel:+1-325-735-4399,San Angelo,TX
2024 INFINITI QX55 ESSENTIAL,New,57755,Jackie Cooper Infiniti,4.8,361,"Tulsa, OK",tel:+1-918-957-8023,Tulsa,OK
2019 Nissan Rogue Sport S,Used,16995,Auto Plaza St. Peters,0.0,9,"St. Peters, MO",tel:+1-636-387-4386,St. Peters,MO
2021 Acura RDX Base,Used,28999,Westgate Mitsubishi,3.9,222,"Raleigh, NC",tel:+1-919-719-5828,Raleigh,NC
2024 Subaru Outback Premium,New,33251,Zeigler Subaru of Lafayette,4.6,1614,"Lafayette, IN",tel:+1-765-267-7276,Lafayette,IN
2024 Ford F-150 Raptor,New,112145,Bolton Ford,0.0,233,"Lake Charles, LA",tel:+1-337-214-1980,Lake Charles,LA
2016 BMW X5 eDrive xDrive40e,Used,20999,Lia Toyota of Northampton,4.8,1052,"Northampton, MA",tel:+1-866-554-0548,Northampton,MA
2013 Buick LaCrosse Leather,Used,13950,Bob Johnson 390 Chevrolet,0.0,55,"Avon, NY",tel:+1-585-245-0364,Avon,NY
2023 Chevrolet Silverado 2500 LT,Used,43900,Smart Chevrolet Buick GMC,0.0,42,"White Hall, AR",tel:+1-870-619-4242,White Hall,AR
2024 Cadillac LYRIQ Luxury,New,73685,Napleton Cadillac Rockford,4.1,871,"Rockford, IL",tel:+1-815-209-0085,Rockford,IL
2021 Jeep Compass Latitude,Used,22925,West Herr Nissan Orchard Park,4.8,295,"Orchard Park, NY",tel:+1-716-951-5844,Orchard Park,NY
2010 Lexus LS 460 L,Used,10995,Automotive Avenues,4.8,1905,"Wall Township, NJ",tel:+1-866-983-9796,Wall Township,NJ
2007 Acura TL Type S,Used,14000,,0.0,0,,,no_state,no_region
2023 Volkswagen Taos 1.5T SE,Used,28510,AutoNation USA Corpus Christi,4.5,107,"Corpus Christi, TX",tel:+1-888-352-5869,Corpus Christi,TX
2017 Chevrolet Equinox LT,Used,10999,Best Auto,4.5,8,"Glendale, AZ",tel:+1-602-903-7098,Glendale,AZ
2014 BMW 335 Gran Turismo xDrive,Used,13997,ICARS of Orlando,0.0,0,"Ocoee, FL",tel:+1-833-546-4892,Ocoee,FL
2022 Ford Edge Titanium,Used,26990,Billion Auto - Chevrolet of Dell Rapids,0.0,27,"Dell Rapids, SD",tel:+1-877-305-4076,Dell Rapids,SD
2015 Mercedes-Benz GLA-Class GLA 250 4MATIC,Used,15998,Luther Brookdale Volkswagen,4.6,4393,"Minneapolis, MN",tel:+1-763-515-4930,Minneapolis,MN
2021 Dodge Challenger GT,Used,29995,Scotland Motors Inc,0.0,5,"Laurinburg, NC",tel:+1-910-534-4339,Laurinburg,NC
2022 Lexus LX 600 Luxury,Used,89549,Lexus Monterey Peninsula,0.0,2,"Seaside, CA",tel:+1-866-795-0357,Seaside,CA
2024 Mitsubishi Eclipse Cross,New,28908,Miami Lakes Automall - Chevrolet Kia Dodge Chrysler Jeep Ram Mitsubishi,4.2,3802,"Hialeah, FL",tel:+1-305-809-7662,Hialeah,FL
2016 Acura MDX 3.5L AcuraWatch Plus Package,Used,20500,East Coast Motors,0.0,45,"Binghamton, NY",tel:+1-607-238-2129,Binghamton,NY
2022 GMC Sierra 1500 Limited Denali,Used,52000,Dixie Buick GMC Truck Inc.,4.0,210,"Fort Myers, FL",tel:+1-877-887-6034,Fort Myers,FL
2019 Lexus ES 350 Luxury,Used,30999,Audi Northlake,4.9,396,"Charlotte, NC",tel:+1-833-249-1719,Charlotte,NC
2014 Chevrolet Sonic LTZ,Used,9950,United Auto Group,0.0,5,"Albuquerque, NM",tel:+1-505-355-6812,Albuquerque,NM
2024 Mazda CX-30 Preferred,New,30165,Bakersfield Mazda,0.0,203,"Bakersfield, CA",tel:+1-866-472-2117,Bakersfield,CA
2024 Kia EV9 Light Long Range,New,56075,Hutchinson Kia of Macon,2.9,218,"Macon, GA",tel:+1-478-787-6146,Macon,GA
2024 Kia EV9 Land,New,68120,Hutchinson Kia of Macon,2.9,218,"Macon, GA",tel:+1-478-787-6146,Macon,GA
2014 Lexus LS 460 L,Used,21499,Auto Spot LLC,3.2,255,"Woodridge, NJ",tel:+1-201-375-4971,Woodridge,NJ
2021 Cadillac XT5 Luxury,Used,26998,CarMax Garland - Offering Express Pickup and Home Delivery,0.0,5,"Garland, TX",tel:+1-972-468-8046,Garland,TX
2020 Kia Niro LXS,Used,14838,Toyota of Tampa Bay on Fletcher,4.7,5049,"Tampa, FL",tel:+1-888-836-7208,Tampa,FL
2024 BMW M240 i xDrive,New,62000,BMW of Buffalo,4.7,202,"Williamsville, NY",tel:+1-877-288-3120,Williamsville,NY
2023 Jeep Compass Latitude,New,30959,Carter County Dodge Chrysler Jeep RAM,4.9,317,"Ardmore, OK",tel:+1-580-798-4056,Ardmore,OK
2024 Genesis Electrified GV70 Advanced,New,67560,Genesis of Appleton,0.0,0,"APPLETON, WI",tel:+1-920-666-7599,APPLETON,WI
2024 Alfa Romeo Tonale Veloce,New,56569,Bob Johnson Auto Group,3.7,699,"rochester, NY",tel:+1-585-565-4253,rochester,NY
2023 RAM 1500 Big Horn/Lone Star,Used,34500,Blake Ford,4.2,355,"Franklin, VA",tel:+1-877-875-2748,Franklin,VA
2010 Ford Taurus SHO,Used,9998,Cransh Auto Sales Inc,0.0,150,"Arlington, TX",tel:+1-817-591-1804,Arlington,TX
2021 Jeep Wrangler Unlimited Rubicon,Used,34500,Hugh White Chrysler Dodge Jeep RAM,0.0,33,"Athens, OH",tel:+1-740-331-4725,Athens,OH
2021 Jeep Gladiator Rubicon,Used,38950,Thornton Chevrolet,4.5,359,"Manchester, PA",tel:+1-866-949-6963,Manchester,PA
2024 RAM ProMaster 1500 Base,New,47500,Performance Chrysler Jeep Dodge RAM,3.9,559,"Columbus, OH",tel:+1-888-803-1468,Columbus,OH
2024 Hyundai Tucson Hybrid Limited,New,38975,All Star Hyundai,4.4,725,"Baton Rouge, LA",tel:+1-225-341-1049,Baton Rouge,LA
2015 BMW 528 i xDrive,Used,15980,Vestavia Auto Plaza,0.0,6,"Vestavia Hills, AL",tel:+1-205-209-4249,Vestavia Hills,AL
2021 Jeep Compass Latitude,Used,20900,Evans Kia,3.5,197,"Evans, GA",tel:+1-706-993-4977,Evans,GA
2019 Honda Odyssey EX-L,Used,27201,Laird Noller Hyundai Topeka,4.8,321,"Topeka, KS",tel:+1-785-402-1048,Topeka,KS
2024 Subaru Legacy,New,35927,Wilde Subaru,4.5,1139,"Waukesha, WI",tel:+1-262-888-7450,Waukesha,WI
2014 Mercedes-Benz GLK-Class GLK 350 4MATIC,Used,15998,Mercedes-Benz of Wichita,4.6,121,"Wichita, KS",tel:+1-888-536-7521,Wichita,KS
2024 Mazda CX-90 PHEV Base,New,51895,Bakersfield Mazda,0.0,203,"Bakersfield, CA",tel:+1-866-472-2117,Bakersfield,CA
2024 BMW 330e 330e,New,52920,BMW Mini of Birmingham,4.4,818,"Irondale, AL",tel:+1-888-540-0171,Irondale,AL
2024 BMW 530 i xDrive,New,65345,Peterson Auto Group,4.3,4235,"Boise, ID",tel:+1-866-252-1368,Boise,ID
2014 Ford Fiesta ST,Used,10995,Dan Hecht Chevrolet Toyota,2.6,47,"Effingham, IL",tel:+1-217-728-1147,Effingham,IL
2022 Volkswagen Passat 2.0T SE,Used,20674,Gurley Leep Buick GMC,0.0,0,"Mishawaka, IN",tel:+1-574-263-6057,Mishawaka,IN
2024 Mazda Mazda3 2.5 S Carbon Edition,New,30685,Crater Lake Mazda,3.6,6,"Medford, OR",tel:+1-541-625-6349,Medford,OR
2014 Mazda Mazda5 Sport,Used,6999,Alpha One Auto Sales,4.1,8,"Palmyra, NJ",tel:+1-856-389-2191,Palmyra,NJ
2015 Volvo V60 T5 Premier,Used,9999,Auto Express,4.3,109,"Orlando, FL",tel:+1-407-910-3066,Orlando,FL
2024 Mercedes-Benz Sprinter 2500 170 WB High Roof Extended Cargo,New,69108,Crown Eurocars,4.9,4297,"Pinellas Park, FL",tel:+1-888-474-2139,Pinellas Park,FL
2013 BMW 740 Li,Used,13495,Z Imports,2.8,76,"Indianapolis, IN",tel:+1-317-608-1343,Indianapolis,IN
2005 Toyota Matrix,Used,5000,Moore Cadillac of Richmond,2.2,84,"Richmond, VA",tel:+1-804-799-0026,Richmond,VA
2016 Volkswagen Golf R 4-Door (DSG),Used,21995,AA Discount Auto Sales,0.0,14,"Bergenfield, NJ",tel:+1-201-897-5248,Bergenfield,NJ
2024 Hyundai IONIQ 5 Limited,New,52140,Tasca Central Ave Hyundai,4.1,903,"Hartsdale, NY",tel:+1-866-755-6712,Hartsdale,NY
2024 Toyota Corolla LE,New,22841,Kendall Toyota of Bend,3.2,462,"Bend, OR",tel:+1-866-604-1528,Bend,OR
2024 BMW i4 Gran Coupe eDrive35,New,55745,BMW of Las Vegas,4.8,2619,"Las Vegas, NV",tel:+1-702-823-0098,Las Vegas,NV
2005 Mercedes-Benz SL-Class SL 65 AMG,Used,50000,,0.0,0,,,no_state,no_region
2024 GMC Terrain SLE,New,37775,Halladay Buick GMC,4.8,1003,"Cheyenne, WY",tel:+1-877-280-3167,Cheyenne,WY
2024 Ford Edge Titanium,New,41883,Oro Ford,4.2,84,"Oracle, AZ",tel:+1-866-556-4514,Oracle,AZ
2006 Dodge Ram 1500 ST,Used,5500,Andy Mohr Buick GMC,4.2,744,"Fishers, IN",tel:+1-317-497-5063,Fishers,IN
2024 Chevrolet Trailblazer LT,New,26020,Glynn Smith Chevrolet GMC,3.6,352,"Opelika, AL",tel:+1-888-479-2219,Opelika,AL
2016 Chevrolet Express 3500 Work Van,Used,23952,JH Barkau & Sons Inc,4.9,1115,"Cedarville, IL",tel:+1-815-599-1598,Cedarville,IL
2024 Honda Odyssey Elite,New,51800,Langdale Honda of Valdosta,4.0,68,"Valdosta, GA",tel:+1-229-506-7668,Valdosta,GA
2024 Jeep Compass Latitude,New,31765,Folsom Lake Chrysler Dodge Jeep Ram,4.7,251,"Folsom, CA",tel:+1-916-596-3349,Folsom,CA
2005 BMW M3 Base,Used,36991,Spady Auto Group of Scottsdale,0.0,1,"Scottsdale, AZ",tel:+1-480-374-8279,Scottsdale,AZ
2024 Honda Accord Hybrid Sport-L,New,36075,Patterson Honda,4.8,2400,"Wichita Falls, TX",tel:+1-866-649-1841,Wichita Falls,TX
2018 Land Rover Range Rover Sport 5.0L Supercharged Dynamic,Used,41487,Family Trucks and Vans,4.6,302,"Denver, CO",tel:+1-303-647-6596,Denver,CO
2015 Mazda CX-9 Sport,Used,12995,Jennifer's Auto Sales & Service,0.0,45,"Spokane Valley, WA",tel:+1-509-590-1274,Spokane Valley,WA
2024 RAM ProMaster 2500 High Roof,New,56145,Shottenkirk Chrysler Dodge Jeep RAM,4.3,709,"Canton, GA",tel:+1-866-995-1454,Canton,GA
2024 Jeep Compass Latitude Lux,New,27631,Moore Chrysler Jeep Fiat,4.6,2675,"Peoria, AZ",tel:+1-623-201-5236,Peoria,AZ
2020 INFINITI QX60 SIGNATURE EDITION,Used,29998,CarMax Wilmington - Offering Express Pickup and Home Delivery,0.0,1,"Wilmington, NC",tel:+1-910-222-4510,Wilmington,NC
2024 Mazda CX-5 2.5 S Preferred Package,New,32685,Billion Auto - Mazda,4.7,177,"Sioux Falls, SD",tel:+1-877-329-7194,Sioux Falls,SD
2013 Dodge Dart SXT,Used,8900,EASTSIDE AUTOMOTIVE LLC,0.0,1,"Nashville, TN",tel:+1-877-225-6226,Nashville,TN
2012 Honda Civic Hybrid Base (CVT),Used,10988,Johnson Hyundai of Apex,4.4,1835,"Apex, NC",tel:+1-877-204-7607,Apex,NC
2016 Volvo S60 T5 R-Design,Used,16901,Mullinax Ford of West Palm Beach,3.9,788,"Lake Park, FL",tel:+1-888-503-7312,Lake Park,FL
2021 Mitsubishi Outlander Sport 2.0 ES,Used,19000,Shea Buick GMC,4.4,22,"Flint, MI",tel:+1-810-407-5814,Flint,MI
2024 Nissan Sentra SV,New,22984,Garber Chrysler Dodge Jeep RAM,4.8,1017,"Saginaw, MI",tel:+1-888-451-9270,Saginaw,MI
2021 Lexus UX 200 F Sport,Used,32991,Lexus of Jacksonville,4.8,861,"Jacksonville, FL",tel:+1-904-875-4712,Jacksonville,FL
2017 Chevrolet Malibu Premier,Used,18000,Honda Marysville,4.7,1178,"Marysville, OH",tel:+1-866-523-9278,Marysville,OH
2001 Toyota Sequoia SR5,Used,9500,,0.0,0,,,no_state,no_region
2024 Chevrolet Blazer 3LT,New,43670,DePaula Chevrolet,4.4,7070,"Albany, NY",tel:+1-518-293-4456,Albany,NY
2024 Kia EV9 GT-Line,New,78885,Kia Country of Savannah,4.7,1400,"Savannah, GA",tel:+1-912-527-5540,Savannah,GA
2024 Chevrolet Silverado 3500 LT,New,74060,Graff Chevrolet,4.1,273,"Bay City, MI",tel:+1-989-402-0680,Bay City,MI
2020 Audi S3 2.0T Premium Plus,Used,31000,,0.0,0,,,no_state,no_region
2014 Ford Focus SE,Used,11888,Bravo Auto Sales,0.0,6,"Whitesboro, NY",tel:+1-315-272-4353,Whitesboro,NY
2024 Jeep Grand Cherokee 4xe Anniversary Edition,New,62947,Lakeland Chrysler Dodge Jeep RAM,4.0,757,"Lakeland, FL",tel:+1-863-808-1633,Lakeland,FL
2024 Lexus RX 500h F SPORT PERFORMANCE,New,71132,Bergstrom Luxury on Victory Lane,4.3,295,"Appleton, WI",tel:+1-877-634-2681,Appleton,WI
2023 Ford Transit-350 Base,New,62051,Ricart Ford,4.0,1144,"Groveport, OH",tel:+1-614-610-9415,Groveport,OH
2023 Acura Integra A-SPEC w/ Technology,Used,31500,LaFontaine Mazda Kalamazoo,0.0,7,"Kalamazoo, MI",tel:+1-833-814-4439,Kalamazoo,MI
2024 Jeep Grand Cherokee 4xe Base,New,63403,Rouen Chrysler Jeep Dodge Ram,4.6,193,"Woodville, OH",tel:+1-419-855-5039,Woodville,OH
2023 Mazda Mazda3 2.5 S Carbon Edition,New,27381,Crater Lake Mazda,3.6,6,"Medford, OR",tel:+1-541-625-6349,Medford,OR
2019 Toyota Tacoma TRD Off Road,Used,36998,CarMax LAX - Offering Express Pickup and Home Delivery,0.0,4,"Inglewood, CA",tel:+1-310-341-0224,Inglewood,CA
2022 Cadillac Escalade Sport Platinum,Used,91918,AutoNation Cadillac Corpus Christi,4.6,907,"Corpus Christi, TX",tel:+1-888-333-5021,Corpus Christi,TX
2024 BMW i5 eDrive40,New,71905,Coggin BMW Treasure Coast,4.6,503,"Fort Pierce, FL",tel:+1-866-516-3446,Fort Pierce,FL
2015 Dodge Grand Caravan AVP/SE,Used,15888,Bravo Auto Sales,0.0,6,"Whitesboro, NY",tel:+1-315-272-4353,Whitesboro,NY
2024 Jeep Wagoneer L Base,New,69682,Jim Riehls Friendly Chrysler Dodge Jeep Ram of Romeo,4.9,860,"Washington, MI",tel:+1-586-697-2093,Washington,MI
2024 BMW X3 xDrive30i,New,54615,Gault Auto,0.0,104,"Endwell, NY",tel:+1-607-341-4551,Endwell,NY
2013 GMC Savana 1500 1500 3dr Cargo Van,Used,34995,R & R Motors,0.0,12,"WATERFORD, MI",tel:+1-248-636-2177,WATERFORD,MI
2022 Toyota Tundra Platinum,Used,55499,Teton Motors Inc,4.9,90,"Jackson, WY",tel:+1-307-333-8147,Jackson,WY
2024 Buick Envista Avenir FWD,New,30715,Alpena Buick GMC,0.0,55,"Alpena, MI",tel:+1-989-884-0635,Alpena,MI
2024 Jeep Grand Cherokee 4xe Base,New,59591,Buckeye Chrysler Dodge Jeep Ram FIAT Superstore,4.5,190,"Shelby, OH",tel:+1-419-632-6341,Shelby,OH
2023 Nissan Frontier PRO-4X,Used,38998,Kalispell Toyota,4.4,143,"Kalispell, MT",tel:+1-406-890-6247,Kalispell,MT
2020 GMC Acadia AT4,Used,27996,Tim Short Chrysler Dodge Jeep Ram Hazard,0.0,6,"Hazard, KY",tel:+1-606-716-6714,Hazard,KY
2024 Buick Encore GX Sport Touring,New,28490,Honolulu Buick GMC Cadillac,4.2,1037,"Honolulu, HI",tel:+1-808-452-1872,Honolulu,HI
2011 Honda Civic Hybrid Base (CVT),Used,8995,KAS Auto Sales,0.0,16,"Sacramento, CA",tel:+1-916-999-1773,Sacramento,CA
2011 BMW 535 535i xDrive AWD 4dr Sedan,Used,11990,I-Deal Cars LLC CampHill,4.3,25,"Camp Hill, PA",tel:+1-717-910-4589,Camp Hill,PA
2024 Jeep Grand Cherokee L Limited,New,49354,Len Stoler Chrysler Dodge Jeep RAM,4.8,935,"Westminster, MD",tel:+1-410-840-7708,Westminster,MD
2024 Ford F-150 XLT,New,61255,Bolton Ford,0.0,233,"Lake Charles, LA",tel:+1-337-214-1980,Lake Charles,LA
2024 Alfa Romeo Tonale Veloce,New,55645,Jim Ellis Alfa Romeo Atlanta,4.7,64,"Atlanta, GA",tel:+1-866-477-7358,Atlanta,GA
2011 Nissan Cube 1.8S,Used,5995,Sunshine Auto Sales Inc,0.0,5,"Kansas City, MO",tel:+1-816-791-7651,Kansas City,MO
2015 Mitsubishi Outlander SE,Used,11585,Auto Brokers Express,0.0,2,"San Angelo, TX",tel:+1-325-777-3511,San Angelo,TX
2024 Jeep Grand Cherokee L Altitude,New,50968,Flow Chrysler Dodge Jeep Ram of Charlottesville,0.0,0,"Charlottesville, VA",tel:+1-855-958-3096,Charlottesville,VA
2023 Jeep Grand Cherokee 4xe Summit,Used,56800,CMA's Valley Subaru,4.7,904,"Staunton, VA",tel:+1-540-416-0947,Staunton,VA
2024 Subaru Outback Wilderness,New,39856,Zeigler Subaru of Lafayette,4.6,1614,"Lafayette, IN",tel:+1-765-267-7276,Lafayette,IN
2022 Mercedes-Benz Sprinter 1500 Standard Roof I4,Used,39999,Showcase Auto Sales,0.0,4,"Modesto, CA",tel:+1-209-554-1053,Modesto,CA
2024 Porsche Taycan Cross Turismo Turbo,Used,159981,Porsche Riverside,4.9,3339,"Riverside, CA",tel:+1-800-952-4007,Riverside,CA
2009 Pontiac G8 GT,Used,18500,,0.0,0,,,no_state,no_region
2023 Chevrolet Blazer Premier,Used,39997,Gross Motors of Black River Falls,0.0,143,"Black River Falls, WI",tel:+1-715-502-4758,Black River Falls,WI
2022 GMC Sierra 3500 SLE,Used,63795,Scotland Motors Inc,0.0,5,"Laurinburg, NC",tel:+1-910-534-4339,Laurinburg,NC
2015 BMW M3 Base,Used,45000,,0.0,0,,,no_state,no_region
2012 Scion xD,Used,9980,Autonomics,0.0,49,"Lexington, KY",tel:+1-859-305-1987,Lexington,KY
2022 Ford Transit Connect XLT,Used,34777,JN Chevrolet,4.8,474,"Honolulu, HI",tel:+1-808-900-8988,Honolulu,HI
2014 Nissan Rogue Select S,Used,16998,CarMax Lakeland - Offering Express Pickup and Home Delivery,0.0,1,"Lakeland, FL",tel:+1-866-595-7904,Lakeland,FL
2017 Ford Fusion Energi SE Luxury,Used,15995,Orleans Ford,4.5,811,"Medina, NY",tel:+1-888-378-6203,Medina,NY
2024 Cadillac CT5-V V-Series,New,63020,Cadillac Pasadena,2.1,7,"Pasadena, CA",tel:+1-626-795-3381,Pasadena,CA
2024 GMC Sierra 1500 Elevation,New,63940,Halladay Buick GMC,4.8,1003,"Cheyenne, WY",tel:+1-877-280-3167,Cheyenne,WY
2015 Mazda Mazda5 Sport,Used,10995,Bernardi Toyota,4.7,1266,"Framingham, MA",tel:+1-877-438-0593,Framingham,MA
2021 Honda HR-V LX,Used,20041,Landers McLarty Chevrolet,4.6,195,"Huntsville, AL",tel:+1-877-438-3791,Huntsville,AL
2024 BMW 330 i,New,48500,BMW of Monterey,4.6,1137,"Seaside, CA",tel:+1-831-240-0632,Seaside,CA
2024 RAM 3500 Longhorn,New,95965,Hebert's Town & Country Chrysler Dodge Jeep RAM,4.7,2638,"Shreveport, LA",tel:+1-318-402-0463,Shreveport,LA
2024 Nissan Sentra SR,New,25212,Garber Chrysler Dodge Jeep RAM,4.8,1017,"Saginaw, MI",tel:+1-888-451-9270,Saginaw,MI
2013 Chevrolet Malibu 1LT,Used,10298,Richfield Bloomington Honda,4.7,1735,"Minneapolis, MN",tel:+1-612-284-8639,Minneapolis,MN
2020 Ford Escape SEL,Used,18248,Lakeside Huntington Chevrolet,4.3,49,"Huntington, IN",tel:+1-260-530-3453,Huntington,IN
2024 GMC Yukon XL SLT,New,78415,Boyd Chevrolet GMC of Emporia,0.0,111,"Emporia, VA",tel:+1-434-368-5457,Emporia,VA
2024 Mazda Mazda3 FWD w/Premium Package,New,32200,Crater Lake Mazda,3.6,6,"Medford, OR",tel:+1-541-625-6349,Medford,OR
2024 Mazda Mazda3 FWD w/Preferred Package,New,28655,Crater Lake Mazda,3.6,6,"Medford, OR",tel:+1-541-625-6349,Medford,OR
2021 BMW 740 xDrive,Used,52800,Sears Imported Autos,4.9,2480,"Minnetonka, MN",tel:+1-888-429-8127,Minnetonka,MN
2020 Cadillac XT4 Luxury,Used,25195,Transwest Chevrolet,4.1,17,"Sterling, CO",tel:+1-970-399-7896,Sterling,CO
2023 Mercedes-Benz EQS 450 Base 4MATIC,New,110980,Jack Ingram Motors,4.4,61,"Montgomery, AL",tel:+1-334-513-1679,Montgomery,AL
2022 Nissan Frontier SV,Used,27990,Southeast Car Agency,4.9,93,"Gainesville, FL",tel:+1-352-275-5590,Gainesville,FL
2019 Cadillac Escalade Luxury,Used,42991,PDX Motors,2.3,21,"Portland, OR",tel:+1-503-395-2305,Portland,OR
2024 Genesis GV70 3.5T Sport,New,66879,Genesis of West Palm Beach,0.0,6,"WEST PALM BEACH, FL",tel:+1-561-898-8683,WEST PALM BEACH,FL
2016 Lexus GX 460 Base,Used,22950,Driven Automotive,0.0,19,"Binghamton, NY",tel:+1-607-238-2141,Binghamton,NY
2006 Ford E350 Super Duty XLT,Used,12588,Sullivan Motor Company Inc.,0.0,6,"Mesa, AZ",tel:+1-888-833-5541,Mesa,AZ
2017 RAM ProMaster 1500 Low Roof,Used,19500,,0.0,0,,,no_state,no_region
2013 Subaru BRZ Premium,Used,14200,Olathe Ford Lincoln,4.8,1668,"Olathe, KS",tel:+1-913-440-0055,Olathe,KS
